Mod:Item:MetaData, Localized Name
chisel:quartz1:11, 石英块
chisel:quartz1:12, 石英块
chisel:quartz1:13, 石英块
chisel:quartz1:14, 石英块
chisel:quartz1:15, 石英块
chisel:redstone:0, 红石块
chisel:redstone:1, 红石块
chisel:redstone:2, 红石块
chisel:redstone:3, 红石块
chisel:redstone:4, 红石块
chisel:redstone:5, 红石块
chisel:redstone:6, 红石块
chisel:redstone:7, 红石块
chisel:redstone:8, 红石块
chisel:redstone:9, 红石块
chisel:redstone:10, 红石块
chisel:redstone:11, 红石块
chisel:redstone:12, 红石块
chisel:redstone:13, 红石块
chisel:redstone:14, 红石块
chisel:redstone:15, 红石块
chisel:redstone1:0, 红石块
chisel:redstone1:1, 红石块
chisel:redstone1:2, 红石块
chisel:redstone1:3, 红石块
chisel:redstone1:4, 红石块
chisel:redstone1:5, 红石块
chisel:redstone1:6, 红石块
chisel:redstone1:7, 红石块
chisel:redstone1:8, 红石块
chisel:redstone1:9, 红石块
chisel:redstone1:10, 红石块
chisel:redstone1:11, 红石块
chisel:sandstoneyellow:0, 砂岩
chisel:sandstoneyellow:1, 砂岩
chisel:sandstoneyellow:2, 砂岩
chisel:sandstoneyellow:3, 砂岩
chisel:sandstoneyellow:4, 砂岩
chisel:sandstoneyellow:5, 砂岩
chisel:sandstoneyellow:6, 砂岩
chisel:sandstoneyellow:7, 砂岩
chisel:sandstoneyellow:8, 砂岩
chisel:sandstoneyellow:9, 砂岩
chisel:sandstoneyellow:10, 砂岩
chisel:sandstoneyellow:11, 砂岩
chisel:sandstoneyellow:12, 砂岩
chisel:sandstoneyellow:13, 砂岩
chisel:sandstoneyellow:14, 砂岩
chisel:sandstoneyellow:15, 砂岩
chisel:sandstoneyellow1:0, 砂岩
chisel:sandstoneyellow1:1, 砂岩
chisel:sandstoneyellow1:2, 砂岩
chisel:sandstoneyellow1:3, 砂岩
chisel:sandstoneyellow1:4, 砂岩
chisel:sandstoneyellow1:5, 砂岩
chisel:sandstoneyellow1:6, 砂岩
chisel:sandstoneyellow1:7, 砂岩
chisel:sandstoneyellow1:8, 砂岩
chisel:sandstoneyellow1:9, 砂岩
chisel:sandstoneyellow2:0, 砂岩
chisel:sandstoneyellow2:1, 砂岩
chisel:sandstoneyellow2:2, 砂岩
chisel:sandstoneyellow2:3, 砂岩
chisel:sandstoneyellow2:4, 砂岩
chisel:sandstoneyellow2:5, 砂岩
chisel:sandstoneyellow2:6, 砂岩
chisel:sandstonered:0, 红砂岩
chisel:sandstonered:1, 红砂岩
chisel:sandstonered:2, 红砂岩
chisel:sandstonered:3, 红砂岩
chisel:sandstonered:4, 红砂岩
chisel:sandstonered:5, 红砂岩
chisel:sandstonered:6, 红砂岩
chisel:sandstonered:7, 红砂岩
chisel:sandstonered:8, 红砂岩
chisel:sandstonered:9, 红砂岩
chisel:sandstonered:10, 红砂岩
chisel:sandstonered:11, 红砂岩
chisel:sandstonered:12, 红砂岩
chisel:sandstonered:13, 红砂岩
chisel:sandstonered:14, 红砂岩
chisel:sandstonered:15, 红砂岩
chisel:sandstonered1:0, 红砂岩
chisel:sandstonered1:1, 红砂岩
chisel:sandstonered1:2, 红砂岩
chisel:sandstonered1:3, 红砂岩
chisel:sandstonered1:4, 红砂岩
chisel:sandstonered1:5, 红砂岩
chisel:sandstonered1:6, 红砂岩
chisel:sandstonered1:7, 红砂岩
chisel:sandstonered1:8, 红砂岩
chisel:sandstonered1:9, 红砂岩
chisel:sandstonered2:0, 红砂岩
chisel:sandstonered2:1, 红砂岩
chisel:sandstonered2:2, 红砂岩
chisel:sandstonered2:3, 红砂岩
chisel:sandstonered2:4, 红砂岩
chisel:sandstonered2:5, 红砂岩
chisel:sandstonered2:6, 红砂岩
chisel:sandstone-scribbles:0, 刻文砂岩
chisel:sandstone-scribbles:1, 刻文砂岩
chisel:sandstone-scribbles:2, 刻文砂岩
chisel:sandstone-scribbles:3, 刻文砂岩
chisel:sandstone-scribbles:4, 刻文砂岩
chisel:sandstone-scribbles:5, 刻文砂岩
chisel:sandstone-scribbles:6, 刻文砂岩
chisel:sandstone-scribbles:7, 刻文砂岩
chisel:sandstone-scribbles:8, 刻文砂岩
chisel:sandstone-scribbles:9, 刻文砂岩
chisel:sandstone-scribbles:10, 刻文砂岩
chisel:sandstone-scribbles:11, 刻文砂岩
chisel:sandstone-scribbles:12, 刻文砂岩
chisel:sandstone-scribbles:13, 刻文砂岩
chisel:sandstone-scribbles:14, 刻文砂岩
chisel:sandstone-scribbles:15, 刻文砂岩
chisel:blocksilver:0, 银块
chisel:blocksilver:1, 银块
chisel:blocksilver:2, 银块
chisel:blocksilver:3, 银块
chisel:blocksilver:4, 银块
chisel:blocksilver:5, 银块
chisel:blocksilver:6, 银块
chisel:blocksteel:0, 钢块
chisel:blocksteel:1, 钢块
chisel:blocksteel:2, 钢块
chisel:blocksteel:3, 钢块
chisel:blocksteel:4, 钢块
chisel:blocksteel:5, 钢块
chisel:blocksteel:6, 钢块
chisel:stonebrick:0, 錾制石砖
chisel:stonebrick:1, 錾制石砖
chisel:stonebrick:2, 錾制石砖
chisel:stonebrick:3, 錾制石砖
chisel:stonebrick:4, 錾制石砖
chisel:stonebrick:5, 錾制石砖
chisel:stonebrick:6, 錾制石砖
chisel:stonebrick:7, 錾制石砖
chisel:stonebrick:8, 錾制石砖
chisel:stonebrick:9, 錾制石砖
chisel:stonebrick:10, 錾制石砖
chisel:stonebrick:11, 錾制石砖
chisel:stonebrick:12, 錾制石砖
chisel:stonebrick:13, 錾制石砖
chisel:stonebrick:14, 錾制石砖
chisel:stonebrick:15, 錾制石砖
chisel:stonebrick1:0, 錾制石砖
chisel:stonebrick1:1, 錾制石砖
chisel:stonebrick1:2, 錾制石砖
chisel:stonebrick1:3, 錾制石砖
chisel:stonebrick1:4, 錾制石砖
chisel:stonebrick1:5, 錾制石砖
chisel:stonebrick1:6, 錾制石砖
chisel:stonebrick1:7, 錾制石砖
chisel:stonebrick1:8, 錾制石砖
chisel:stonebrick1:9, 錾制石砖
chisel:stonebrick2:0, 錾制石砖
chisel:stonebrick2:1, 錾制石砖
chisel:stonebrick2:2, 錾制石砖
chisel:stonebrick2:3, 錾制石砖
chisel:stonebrick2:4, 錾制石砖
chisel:stonebrick2:5, 錾制石砖
chisel:stonebrick2:6, 錾制石砖
chisel:stonebrick2:7, 錾制石砖
chisel:technical:0, 工业方块
chisel:technical:1, 工业方块
chisel:technical:2, 工业方块
chisel:technical:3, 工业方块
chisel:technical:4, 工业方块
chisel:technical:5, 工业方块
chisel:technical:6, 工业方块
chisel:technical:7, 工业方块
chisel:technical:8, 工业方块
chisel:technical:9, 工业方块
chisel:technical:10, 工业方块
chisel:technical:11, 工业方块
chisel:technical:12, 工业方块
chisel:technical:13, 工业方块
chisel:technical:14, 工业方块
chisel:technical:15, 工业方块
chisel:technical1:0, 工业方块
chisel:technical1:1, 工业方块
chisel:technical1:2, 工业方块
chisel:technical1:3, 工业方块
chisel:technical1:4, 工业方块
chisel:technicalnew:0, 工业方块
chisel:technicalnew:1, 工业方块
chisel:technicalnew:2, 工业方块
chisel:technicalnew:3, 工业方块
chisel:technicalnew:4, 工业方块
chisel:technicalnew:5, 工业方块
chisel:technicalnew:6, 工业方块
chisel:technicalnew:7, 工业方块
chisel:technicalnew:8, 工业方块
chisel:temple:0, 神庙石
chisel:temple:1, 神庙石
chisel:temple:2, 神庙石
chisel:temple:3, 神庙石
chisel:temple:4, 神庙石
chisel:temple:5, 神庙石
chisel:temple:6, 神庙石
chisel:temple:7, 神庙石
chisel:temple:8, 神庙石
chisel:temple:9, 神庙石
chisel:temple:10, 神庙石
chisel:temple:11, 神庙石
chisel:temple:12, 神庙石
chisel:temple:13, 神庙石
chisel:temple:14, 神庙石
chisel:temple:15, 神庙石
chisel:templemossy:0, 神庙苔石
chisel:templemossy:1, 神庙苔石
chisel:templemossy:2, 神庙苔石
chisel:templemossy:3, 神庙苔石
chisel:templemossy:4, 神庙苔石
chisel:templemossy:5, 神庙苔石
chisel:templemossy:6, 神庙苔石
chisel:templemossy:7, 神庙苔石
chisel:templemossy:8, 神庙苔石
chisel:templemossy:9, 神庙苔石
chisel:templemossy:10, 神庙苔石
chisel:templemossy:11, 神庙苔石
chisel:templemossy:12, 神庙苔石
chisel:templemossy:13, 神庙苔石
chisel:templemossy:14, 神庙苔石
chisel:templemossy:15, 神庙苔石
chisel:blocktin:0, 锡块
chisel:blocktin:1, 锡块
chisel:blocktin:2, 锡块
chisel:blocktin:3, 锡块
chisel:blocktin:4, 锡块
chisel:blocktin:5, 锡块
chisel:blocktin:6, 锡块
chisel:tyrian:0, 未来风格金属块
chisel:tyrian:1, 未来风格金属块
chisel:tyrian:2, 未来风格金属块
chisel:tyrian:3, 未来风格金属块
chisel:tyrian:4, 未来风格金属块
chisel:tyrian:5, 未来风格金属块
chisel:tyrian:6, 未来风格金属块
chisel:tyrian:7, 未来风格金属块
chisel:tyrian:8, 未来风格金属块
chisel:tyrian:9, 未来风格金属块
chisel:tyrian:10, 未来风格金属块
chisel:tyrian:11, 未来风格金属块
chisel:tyrian:12, 未来风格金属块
chisel:tyrian:13, 未来风格金属块
chisel:tyrian:14, 未来风格金属块
chisel:tyrian:15, 未来风格金属块
chisel:blockuranium:0, 铀块
chisel:blockuranium:1, 铀块
chisel:blockuranium:2, 铀块
chisel:blockuranium:3, 铀块
chisel:blockuranium:4, 铀块
chisel:blockuranium:5, 铀块
chisel:blockuranium:6, 铀块
chisel:valentines:0, 爱之方块
chisel:valentines:1, 爱之方块
chisel:valentines:2, 爱之方块
chisel:valentines:3, 爱之方块
chisel:valentines:4, 爱之方块
chisel:valentines:5, 爱之方块
chisel:valentines:6, 爱之方块
chisel:valentines:7, 爱之方块
chisel:valentines:8, 爱之方块
chisel:valentines:9, 爱之方块
chisel:voidstone:0, 虚空石
chisel:voidstone:1, 虚空石
chisel:voidstone:2, 虚空石
chisel:voidstone:3, 虚空石
chisel:voidstone:4, 虚空石
chisel:voidstone:5, 虚空石
chisel:voidstone:6, 虚空石
chisel:voidstone:7, 虚空石
chisel:energizedvoidstone:0, 元始虚空石
chisel:energizedvoidstone:1, 元始虚空石
chisel:energizedvoidstone:2, 元始虚空石
chisel:energizedvoidstone:3, 元始虚空石
chisel:energizedvoidstone:4, 元始虚空石
chisel:energizedvoidstone:5, 元始虚空石
chisel:energizedvoidstone:6, 元始虚空石
chisel:energizedvoidstone:7, 元始虚空石
chisel:voidstonerunic:0, 符文虚空石
chisel:voidstonerunic:1, 符文虚空石
chisel:voidstonerunic:2, 符文虚空石
chisel:voidstonerunic:3, 符文虚空石
chisel:voidstonerunic:4, 符文虚空石
chisel:voidstonerunic:5, 符文虚空石
chisel:voidstonerunic:6, 符文虚空石
chisel:voidstonerunic:7, 符文虚空石
chisel:voidstonerunic:8, 符文虚空石
chisel:voidstonerunic:9, 符文虚空石
chisel:voidstonerunic:10, 符文虚空石
chisel:voidstonerunic:11, 符文虚空石
chisel:voidstonerunic:12, 符文虚空石
chisel:voidstonerunic:13, 符文虚空石
chisel:voidstonerunic:14, 符文虚空石
chisel:waterstone:0, 水磨石
chisel:waterstone:1, 水磨石
chisel:waterstone:2, 水磨石
chisel:waterstone:3, 水磨石
chisel:waterstone:4, 水磨石
chisel:waterstone:5, 水磨石
chisel:waterstone:6, 水磨石
chisel:waterstone:7, 水磨石
chisel:waterstone:8, 水磨石
chisel:waterstone:9, 水磨石
chisel:waterstone:10, 水磨石
chisel:waterstone:11, 水磨石
chisel:waterstone:12, 水磨石
chisel:waterstone:13, 水磨石
chisel:waterstone:14, 水磨石
chisel:waterstone:15, 水磨石
chisel:waterstone1:0, 水磨石
chisel:waterstone1:1, 水磨石
chisel:waterstone1:2, 水磨石
chisel:waterstone1:3, 水磨石
chisel:waterstone1:4, 水磨石
chisel:waterstone1:5, 水磨石
chisel:waterstone1:6, 水磨石
chisel:waterstone1:7, 水磨石
chisel:waterstone1:8, 水磨石
chisel:waterstone1:9, 水磨石
chisel:waterstone1:10, 水磨石
chisel:waterstone1:11, 水磨石
chisel:waterstone1:12, 水磨石
chisel:waterstone1:13, 水磨石
chisel:waterstone1:14, 水磨石
chisel:waterstone1:15, 水磨石
chisel:waterstone2:0, 水磨石
chisel:wool_black:0, 黑色地毯
chisel:wool_black:1, 黑色地毯
chisel:wool_red:0, 红色地毯
chisel:wool_red:1, 红色地毯
chisel:wool_green:0, 绿色地毯
chisel:wool_green:1, 绿色地毯
chisel:wool_brown:0, 棕色地毯
chisel:wool_brown:1, 棕色地毯
chisel:wool_blue:0, 蓝色地毯
chisel:wool_blue:1, 蓝色地毯
chisel:wool_purple:0, 紫色地毯
chisel:wool_purple:1, 紫色地毯
chisel:wool_cyan:0, 青色地毯
chisel:wool_cyan:1, 青色地毯
chisel:wool_lightgray:0, 淡灰色地毯
chisel:wool_lightgray:1, 淡灰色地毯
chisel:wool_gray:0, 灰色地毯
chisel:wool_gray:1, 灰色地毯
chisel:wool_pink:0, 粉红色地毯
chisel:wool_pink:1, 粉红色地毯
chisel:wool_lime:0, 黄绿色地毯
chisel:wool_lime:1, 黄绿色地毯
chisel:wool_yellow:0, 黄色地毯
chisel:wool_yellow:1, 黄色地毯
chisel:wool_lightblue:0, 淡蓝色地毯
chisel:wool_lightblue:1, 淡蓝色地毯
chisel:wool_magenta:0, 品红色地毯
chisel:wool_magenta:1, 品红色地毯
chisel:wool_orange:0, 橙色地毯
chisel:wool_orange:1, 橙色地毯
chisel:wool_white:0, 地毯
chisel:wool_white:1, 地毯
silentgems:gemore:0, 红宝石矿石
silentgems:gemore:1, 石榴石矿石
silentgems:gemore:2, 黄玉矿石
silentgems:gemore:3, 琥珀矿石
silentgems:gemore:4, 日长石矿石
silentgems:gemore:5, 橄榄石矿石
silentgems:gemore:6, 绿色蓝宝石矿石
silentgems:gemore:7, 蓝碧玺矿石
silentgems:gemore:8, 海蓝宝石矿石
silentgems:gemore:9, 蓝宝石矿石
silentgems:gemore:10, 堇青石矿石
silentgems:gemore:11, 紫水晶矿石
silentgems:gemore:12, 玛瑙矿石
silentgems:gemore:13, 摩根石矿石
silentgems:gemore:14, 缟玛瑙矿石
silentgems:gemore:15, 蛋白石矿石
silentgems:gemoredark:0, 红玉髓矿石
silentgems:gemoredark:1, 尖晶石矿石
silentgems:gemoredark:2, 黄水晶矿石
silentgems:gemoredark:3, 碧玉矿石
silentgems:gemoredark:4, 金绿柱石矿石
silentgems:gemoredark:5, 莫达维石矿石
silentgems:gemoredark:6, 孔雀石矿石
silentgems:gemoredark:7, 绿松石矿石
silentgems:gemoredark:8, 月长石矿石
silentgems:gemoredark:9, 蓝黄玉矿石
silentgems:gemoredark:10, 坦桑石矿石
silentgems:gemoredark:11, 紫色蓝宝石矿石
silentgems:gemoredark:12, 鳞云母矿石
silentgems:gemoredark:13, 紫黄晶矿石
silentgems:gemoredark:14, 黑钻矿石
silentgems:gemoredark:15, 紫翠玉矿石
silentgems:gemorelight:0, 镁铝榴石矿石
silentgems:gemorelight:1, 珊瑚石矿石
silentgems:gemorelight:2, 日长石矿石
silentgems:gemorelight:3, 猫眼石矿石
silentgems:gemorelight:4, 锆石矿石
silentgems:gemorelight:5, 翡翠矿石
silentgems:gemorelight:6, 澳翠玉髓矿石
silentgems:gemorelight:7, 磷灰石矿石
silentgems:gemorelight:8, 氟石矿石
silentgems:gemorelight:9, 蓝晶石矿石
silentgems:gemorelight:10, 方钠石矿石
silentgems:gemorelight:11, 斑彩石矿石
silentgems:gemorelight:12, 紫锂辉石矿石
silentgems:gemorelight:13, 蔷薇石英矿石
silentgems:gemorelight:14, 玻陨石矿石
silentgems:gemorelight:15, 珍珠矿石
silentgems:gemblock:0, 红宝石块
silentgems:gemblock:1, 石榴石块
silentgems:gemblock:2, 黄玉块
silentgems:gemblock:3, 琥珀块
silentgems:gemblock:4, 日长石块
silentgems:gemblock:5, 橄榄石块
silentgems:gemblock:6, 绿色蓝宝石块
silentgems:gemblock:7, 蓝碧玺块
silentgems:gemblock:8, 海蓝宝石块
silentgems:gemblock:9, 蓝宝石块
silentgems:gemblock:10, 堇青石块
silentgems:gemblock:11, 紫水晶块
silentgems:gemblock:12, 玛瑙块
silentgems:gemblock:13, 摩根石块
silentgems:gemblock:14, 缟玛瑙块
silentgems:gemblock:15, 蛋白石块
silentgems:gemblockdark:0, 红玉髓块
silentgems:gemblockdark:1, 尖晶石块
silentgems:gemblockdark:2, 黄水晶块
silentgems:gemblockdark:3, 碧玉块
silentgems:gemblockdark:4, 金绿柱石块
silentgems:gemblockdark:5, 莫达维石块
silentgems:gemblockdark:6, 孔雀石块
silentgems:gemblockdark:7, 绿松石块
silentgems:gemblockdark:8, 月长石块
silentgems:gemblockdark:9, 蓝黄玉块
silentgems:gemblockdark:10, 坦桑石块
silentgems:gemblockdark:11, 紫色蓝宝石块
silentgems:gemblockdark:12, 鳞云母块
silentgems:gemblockdark:13, 紫黄晶块
silentgems:gemblockdark:14, 黑钻块
silentgems:gemblockdark:15, 紫翠玉块
silentgems:gemblocklight:0, 镁铝榴石块
silentgems:gemblocklight:1, 珊瑚石块
silentgems:gemblocklight:2, 日长石块
silentgems:gemblocklight:3, 猫眼石块
silentgems:gemblocklight:4, 锆石块
silentgems:gemblocklight:5, 翡翠块
silentgems:gemblocklight:6, 澳翠玉髓块
silentgems:gemblocklight:7, 磷灰石块
silentgems:gemblocklight:8, 氟石块
silentgems:gemblocklight:9, 蓝晶石块
silentgems:gemblocklight:10, 方钠石块
silentgems:gemblocklight:11, 斑彩石块
silentgems:gemblocklight:12, 紫锂辉石块
silentgems:gemblocklight:13, 蔷薇石英块
silentgems:gemblocklight:14, 玻陨石块
silentgems:gemblocklight:15, 珍珠块
silentgems:gemblocksuper:0, 增强红宝石块
silentgems:gemblocksuper:1, 增强石榴石块
silentgems:gemblocksuper:2, 增强黄玉块
silentgems:gemblocksuper:3, 增强琥珀块
silentgems:gemblocksuper:4, 增强日长石块
silentgems:gemblocksuper:5, 增强橄榄石块
silentgems:gemblocksuper:6, 增强绿色蓝宝石块
silentgems:gemblocksuper:7, 增强蓝碧玺块
silentgems:gemblocksuper:8, 增强海蓝宝石块
silentgems:gemblocksuper:9, 增强蓝宝石块
silentgems:gemblocksuper:10, 增强堇青石块
silentgems:gemblocksuper:11, 增强紫水晶块
silentgems:gemblocksuper:12, 增强玛瑙块
silentgems:gemblocksuper:13, 增强摩根石块
silentgems:gemblocksuper:14, 增强缟玛瑙块
silentgems:gemblocksuper:15, 增强蛋白石块
silentgems:gemblocksuperdark:0, 增强红玉髓块
silentgems:gemblocksuperdark:1, 增强尖晶石块
silentgems:gemblocksuperdark:2, 增强黄水晶块
silentgems:gemblocksuperdark:3, 增强碧玉块
silentgems:gemblocksuperdark:4, 增强金绿柱石块
silentgems:gemblocksuperdark:5, 增强莫达维石块
silentgems:gemblocksuperdark:6, 增强孔雀石块
silentgems:gemblocksuperdark:7, 增强绿松石块
silentgems:gemblocksuperdark:8, 增强月长石块
silentgems:gemblocksuperdark:9, 增强蓝黄玉块
silentgems:gemblocksuperdark:10, 增强坦桑石块
silentgems:gemblocksuperdark:11, 增强紫色蓝宝石块
silentgems:gemblocksuperdark:12, 增强鳞云母块
silentgems:gemblocksuperdark:13, 增强紫黄晶块
silentgems:gemblocksuperdark:14, 增强黑钻块
silentgems:gemblocksuperdark:15, 增强紫翠玉块
silentgems:gemblocksuperlight:0, 增强镁铝榴石块
silentgems:gemblocksuperlight:1, 增强珊瑚石块
silentgems:gemblocksuperlight:2, 增强日长石块
silentgems:gemblocksuperlight:3, 增强猫眼石块
silentgems:gemblocksuperlight:4, 增强锆石块
silentgems:gemblocksuperlight:5, 增强翡翠块
silentgems:gemblocksuperlight:6, 增强澳翠玉髓块
silentgems:gemblocksuperlight:7, 增强磷灰石块
silentgems:gemblocksuperlight:8, 增强氟石块
silentgems:gemblocksuperlight:9, 增强蓝晶石块
silentgems:gemblocksuperlight:10, 增强方钠石块
silentgems:gemblocksuperlight:11, 增强斑彩石块
silentgems:gemblocksuperlight:12, 增强紫锂辉石块
silentgems:gemblocksuperlight:13, 增强蔷薇石英块
silentgems:gemblocksuperlight:14, 增强玻陨石块
silentgems:gemblocksuperlight:15, 增强珍珠块
silentgems:gembrickcoated:0, 红宝石涂层砖
silentgems:gembrickcoated:1, 石榴石涂层砖
silentgems:gembrickcoated:2, 黄玉涂层砖
silentgems:gembrickcoated:3, 琥珀涂层砖
silentgems:gembrickcoated:4, 日长石涂层砖
silentgems:gembrickcoated:5, 橄榄石涂层砖
silentgems:gembrickcoated:6, 绿色蓝宝石涂层砖
silentgems:gembrickcoated:7, 蓝碧玺涂层砖
silentgems:gembrickcoated:8, 海蓝宝石涂层砖
silentgems:gembrickcoated:9, 蓝宝石涂层砖
silentgems:gembrickcoated:10, 堇青石涂层砖
silentgems:gembrickcoated:11, 紫水晶涂层砖
silentgems:gembrickcoated:12, 玛瑙涂层砖
silentgems:gembrickcoated:13, 摩根石涂层砖
silentgems:gembrickcoated:14, 缟玛瑙涂层砖
silentgems:gembrickcoated:15, 蛋白石涂层砖
silentgems:gembrickcoateddark:0, 红玉髓涂层砖
silentgems:gembrickcoateddark:1, 尖晶石涂层砖
silentgems:gembrickcoateddark:2, 黄水晶涂层砖
silentgems:gembrickcoateddark:3, 碧玉涂层砖
silentgems:gembrickcoateddark:4, 金绿柱石涂层砖
silentgems:gembrickcoateddark:5, 莫达维石涂层砖
silentgems:gembrickcoateddark:6, 孔雀石涂层砖
silentgems:gembrickcoateddark:7, 绿松石涂层砖
silentgems:gembrickcoateddark:8, 月长石涂层砖
silentgems:gembrickcoateddark:9, 蓝黄玉涂层砖
silentgems:gembrickcoateddark:10, 坦桑石涂层砖
silentgems:gembrickcoateddark:11, 紫色蓝宝石涂层砖
silentgems:gembrickcoateddark:12, 鳞云母涂层砖
silentgems:gembrickcoateddark:13, 紫黄晶涂层砖
silentgems:gembrickcoateddark:14, 黑钻涂层砖
silentgems:gembrickcoateddark:15, 紫翠玉涂层砖
silentgems:gembrickcoatedlight:0, 镁铝榴石涂层砖
silentgems:gembrickcoatedlight:1, 珊瑚石涂层砖
silentgems:gembrickcoatedlight:2, 日长石涂层砖
silentgems:gembrickcoatedlight:3, 猫眼石涂层砖
silentgems:gembrickcoatedlight:4, 锆石涂层砖
silentgems:gembrickcoatedlight:5, 翡翠涂层砖
silentgems:gembrickcoatedlight:6, 澳翠玉髓涂层砖
silentgems:gembrickcoatedlight:7, 磷灰石涂层砖
silentgems:gembrickcoatedlight:8, 氟石涂层砖
silentgems:gembrickcoatedlight:9, 蓝晶石涂层砖
silentgems:gembrickcoatedlight:10, 方钠石涂层砖
silentgems:gembrickcoatedlight:11, 斑彩石涂层砖
silentgems:gembrickcoatedlight:12, 紫锂辉石涂层砖
silentgems:gembrickcoatedlight:13, 蔷薇石英涂层砖
silentgems:gembrickcoatedlight:14, 玻陨石涂层砖
silentgems:gembrickcoatedlight:15, 珍珠涂层砖
silentgems:gembrickspeckled:0, 红宝石浅色砖
silentgems:gembrickspeckled:1, 石榴石浅色砖
silentgems:gembrickspeckled:2, 黄玉浅色砖
silentgems:gembrickspeckled:3, 琥珀浅色砖
silentgems:gembrickspeckled:4, 日长石浅色砖
silentgems:gembrickspeckled:5, 橄榄石浅色砖
silentgems:gembrickspeckled:6, 绿色蓝宝石浅色砖
silentgems:gembrickspeckled:7, 蓝碧玺浅色砖
silentgems:gembrickspeckled:8, 海蓝宝石浅色砖
silentgems:gembrickspeckled:9, 蓝宝石浅色砖
silentgems:gembrickspeckled:10, 堇青石浅色砖
silentgems:gembrickspeckled:11, 紫水晶浅色砖
silentgems:gembrickspeckled:12, 玛瑙浅色砖
silentgems:gembrickspeckled:13, 摩根石浅色砖
silentgems:gembrickspeckled:14, 缟玛瑙浅色砖
silentgems:gembrickspeckled:15, 蛋白石浅色砖
silentgems:gembrickspeckleddark:0, 红玉髓浅色砖
silentgems:gembrickspeckleddark:1, 尖晶石浅色砖
silentgems:gembrickspeckleddark:2, 黄水晶浅色砖
silentgems:gembrickspeckleddark:3, 碧玉浅色砖
silentgems:gembrickspeckleddark:4, 金绿柱石浅色砖
silentgems:gembrickspeckleddark:5, 莫达维石浅色砖
silentgems:gembrickspeckleddark:6, 孔雀石浅色砖
silentgems:gembrickspeckleddark:7, 绿松石浅色砖
silentgems:gembrickspeckleddark:8, 月长石浅色砖
silentgems:gembrickspeckleddark:9, 蓝黄玉浅色砖
silentgems:gembrickspeckleddark:10, 坦桑石浅色砖
silentgems:gembrickspeckleddark:11, 紫色蓝宝石浅色砖
silentgems:gembrickspeckleddark:12, 鳞云母浅色砖
silentgems:gembrickspeckleddark:13, 紫黄晶浅色砖
silentgems:gembrickspeckleddark:14, 黑钻浅色砖
silentgems:gembrickspeckleddark:15, 紫翠玉浅色砖
silentgems:gembrickspeckledlight:0, 镁铝榴石浅色砖
silentgems:gembrickspeckledlight:1, 珊瑚石浅色砖
silentgems:gembrickspeckledlight:2, 日长石浅色砖
silentgems:gembrickspeckledlight:3, 猫眼石浅色砖
silentgems:gembrickspeckledlight:4, 锆石浅色砖
silentgems:gembrickspeckledlight:5, 翡翠浅色砖
silentgems:gembrickspeckledlight:6, 澳翠玉髓浅色砖
silentgems:gembrickspeckledlight:7, 磷灰石浅色砖
silentgems:gembrickspeckledlight:8, 氟石浅色砖
silentgems:gembrickspeckledlight:9, 蓝晶石浅色砖
silentgems:gembrickspeckledlight:10, 方钠石浅色砖
silentgems:gembrickspeckledlight:11, 斑彩石浅色砖
silentgems:gembrickspeckledlight:12, 紫锂辉石浅色砖
silentgems:gembrickspeckledlight:13, 蔷薇石英浅色砖
silentgems:gembrickspeckledlight:14, 玻陨石浅色砖
silentgems:gembrickspeckledlight:15, 珍珠浅色砖
silentgems:gemlamp:0, 红宝石灯
silentgems:gemlamp:1, 石榴石灯
silentgems:gemlamp:2, 黄玉灯
silentgems:gemlamp:3, 琥珀灯
silentgems:gemlamp:4, 日长石灯
silentgems:gemlamp:5, 橄榄石灯
silentgems:gemlamp:6, 绿色蓝宝石灯
silentgems:gemlamp:7, 蓝碧玺灯
silentgems:gemlamp:8, 海蓝宝石灯
silentgems:gemlamp:9, 蓝宝石灯
silentgems:gemlamp:10, 堇青石灯
silentgems:gemlamp:11, 紫水晶灯
silentgems:gemlamp:12, 玛瑙灯
silentgems:gemlamp:13, 摩根石灯
silentgems:gemlamp:14, 缟玛瑙灯
silentgems:gemlamp:15, 蛋白石灯
silentgems:gemlamplit:0, 红宝石灯
silentgems:gemlamplit:1, 石榴石灯
silentgems:gemlamplit:2, 黄玉灯
silentgems:gemlamplit:3, 琥珀灯
silentgems:gemlamplit:4, 日长石灯
silentgems:gemlamplit:5, 橄榄石灯
silentgems:gemlamplit:6, 绿色蓝宝石灯
silentgems:gemlamplit:7, 蓝碧玺灯
silentgems:gemlamplit:8, 海蓝宝石灯
silentgems:gemlamplit:9, 蓝宝石灯
silentgems:gemlamplit:10, 堇青石灯
silentgems:gemlamplit:11, 紫水晶灯
silentgems:gemlamplit:12, 玛瑙灯
silentgems:gemlamplit:13, 摩根石灯
silentgems:gemlamplit:14, 缟玛瑙灯
silentgems:gemlamplit:15, 蛋白石灯
silentgems:gemlamplitinverted:0, 红宝石灯 (反向)
silentgems:gemlamplitinverted:1, 石榴石灯 (反向)
silentgems:gemlamplitinverted:2, 黄玉灯 (反向)
silentgems:gemlamplitinverted:3, 琥珀灯 (反向)
silentgems:gemlamplitinverted:4, 日长石灯 (反向)
silentgems:gemlamplitinverted:5, 橄榄石灯 (反向)
silentgems:gemlamplitinverted:6, 绿色蓝宝石灯 (反向)
